"sceneID","sensor","acquisitionDate","upperLeftCornerLatitude","upperLeftCornerLongitude","upperRightCornerLatitude","upperRightCornerLongitude","lowerLeftCornerLatitude","lowerLeftCornerLongitude","lowerRightCornerLatitude","lowerRightCornerLongitude","sceneCenterLatitude","sceneCenterLongitude","satelliteNumber","DATUM","ELEVATION_SOURCE","ELLIPSOID","EPHEMERIS_TYPE","FALSE_EASTING","FALSE_NORTHING","GRID_CELL_SIZE_REFLECTIVE","MAP_PROJECTION_L1","MAP_PROJECTION_L0RA","ORIENTATION"
"LT50410371986283XXX03","LANDSAT_TM",1986,34.1309,-119.567,33.844,-117.594,32.5476,-119.985,32.2656,-118.047,33.201,"-118.798","LANDSAT_5","WGS84","","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986283XXX03","LANDSAT_TM",1986,35.5657,-119.181,35.2738,-117.176,33.9832,-119.61,33.6967,-117.641,34.6341,"-118.402","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986276XXX07","LANDSAT_TM",1986,34.1251,-118.014,33.8382,-116.042,32.5418,-118.432,32.2598,-116.494,33.1952,"-117.245","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986260XXX03","LANDSAT_TM",1986,34.1194,-117.997,33.8325,-116.025,32.536,-118.415,32.2541,-116.477,33.1895,"-117.228","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986251XXX03","LANDSAT_TM",1986,34.1268,-119.529,33.8398,-117.557,32.5434,-119.948,32.2615,-118.01,33.1969,"-118.761","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986251XXX03","LANDSAT_TM",1986,35.5613,-119.144,35.2694,-117.139,33.9788,-119.573,33.6923,-117.604,34.6297,"-118.365","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986244XXX03","LANDSAT_TM",1986,34.1209,-117.984,33.834,-116.012,32.5376,-118.403,32.2556,-116.465,33.191,"-117.216","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986235XXX03","LANDSAT_TM",1986,34.1226,-119.54,33.8357,-117.568,32.5393,-119.959,32.2573,-118.021,33.1927,"-118.772","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986235XXX08","LANDSAT_TM",1986,35.557,-119.155,35.2652,-117.15,33.9746,-119.584,33.6881,-117.615,34.6255,"-118.376","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986219XXX03","LANDSAT_TM",1986,35.562,-119.172,35.2702,-117.167,33.9796,-119.601,33.6931,-117.632,34.6304,"-118.393","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986219XXX03","LANDSAT_TM",1986,34.1278,-119.558,33.8408,-117.586,32.5444,-119.976,32.2625,-118.038,33.1979,"-118.789","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986212XXX03","LANDSAT_TM",1986,34.1266,-118.021,33.8397,-116.049,32.5433,-118.439,32.2613,-116.501,33.1967,"-117.252","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986203XXX03","LANDSAT_TM",1986,35.5661,-119.188,35.2742,-117.183,33.9836,-119.617,33.6971,-117.647,34.6345,"-118.409","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986203XXX03","LANDSAT_TM",1986,34.132,-119.574,33.8451,-117.601,32.5487,-119.992,32.2667,-118.054,33.2021,"-118.805","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986196XXX03","LANDSAT_TM",1986,34.1268,-118.037,33.8398,-116.064,32.5434,-118.455,32.2615,-116.517,33.1969,"-117.268","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986187XXX03","LANDSAT_TM",1986,35.57,-119.201,35.2781,-117.195,33.9876,-119.629,33.7011,-117.66,34.6384,"-118.421","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986187XXX03","LANDSAT_TM",1986,34.1361,-119.586,33.8491,-117.614,32.5527,-120.005,32.2707,-118.067,33.2062,"-118.818","LANDSAT_5","WGS84","","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986180XXX03","LANDSAT_TM",1986,34.1324,-118.047,33.8454,-116.075,32.549,-118.466,32.2671,-116.528,33.2025,"-117.279","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986171XXX10","LANDSAT_TM",1986,35.5696,-119.211,35.2777,-117.205,33.9872,-119.639,33.7007,-117.67,34.638,"-118.431","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986171XXX05","LANDSAT_TM",1986,34.1357,-119.596,33.8487,-117.624,32.5524,-120.015,32.2704,-118.077,33.2058,"-118.828","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986164XXX03","LANDSAT_TM",1986,34.1358,-118.055,33.8488,-116.082,32.5525,-118.473,32.2705,-116.535,33.2059,"-117.286","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986155XXX03","LANDSAT_TM",1986,35.5738,-119.214,35.2819,-117.209,33.9914,-119.643,33.7048,-117.674,34.6422,"-118.435","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986148XXX04","LANDSAT_TM",1986,34.1372,-118.057,33.8502,-116.084,32.5539,-118.475,32.2719,-116.537,33.2073,"-117.288","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986139XXX03","LANDSAT_TM",1986,34.1347,-119.6,33.8477,-117.628,32.5513,-120.019,32.2693,-118.08,33.2047,"-118.832","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986139XXX03","LANDSAT_TM",1986,35.5685,-119.215,35.2766,-117.209,33.9861,-119.643,33.6996,-117.674,34.6369,"-118.435","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986132XXX03","LANDSAT_TM",1986,34.1304,-118.054,33.8435,-116.082,32.5471,-118.473,32.2651,-116.534,33.2005,"-117.285","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986123XXX02","LANDSAT_TM",1986,35.5731,-119.204,35.2812,-117.198,33.9907,-119.632,33.7042,-117.663,34.6415,"-118.424","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986123XXX02","LANDSAT_TM",1986,34.1308,-119.592,33.8438,-117.62,32.5474,-120.01,32.2655,-118.072,33.2009,"-118.823","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986107XXX04","LANDSAT_TM",1986,34.1312,-119.576,33.8442,-117.604,32.5478,-119.995,32.2659,-118.057,33.2013,"-118.808","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986107XXX03","LANDSAT_TM",1986,35.5648,-119.191,35.273,-117.185,33.9824,-119.619,33.6959,-117.65,34.6332,"-118.411","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986091XXX02","LANDSAT_TM",1986,34.1304,-119.555,33.8434,-117.583,32.5471,-119.974,32.2651,-118.035,33.2005,"-118.787","LANDSAT_5","WGS84","","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986091XXX02","LANDSAT_TM",1986,35.5639,-119.169,35.272,-117.164,33.9814,-119.598,33.6949,-117.629,34.6323,"-118.39","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986084XXX03","LANDSAT_TM",1986,34.1279,-118.001,33.8409,-116.028,32.5445,-118.419,32.2625,-116.481,33.1979,"-117.232","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986075XXX03","LANDSAT_TM",1986,34.1225,-119.533,33.8356,-117.561,32.5392,-119.952,32.2572,-118.014,33.1926,"-118.765","LANDSAT_5","WGS84","","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986075XXX03","LANDSAT_TM",1986,35.5558,-119.148,35.264,-117.142,33.9734,-119.576,33.6869,-117.607,34.6243,"-118.368","LANDSAT_5","WGS84","","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986059XXX03","LANDSAT_TM",1986,35.5577,-119.128,35.2658,-117.123,33.9752,-119.556,33.6887,-117.587,34.6261,"-118.348","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986052XXX03","LANDSAT_TM",1986,34.1213,-117.968,33.8344,-115.996,32.538,-118.387,32.256,-116.449,33.1914,"-117.2","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986036XXX03","LANDSAT_TM",1986,34.1215,-117.972,33.8346,-115.999,32.5382,-118.39,32.2562,-116.452,33.1916,"-117.203","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371986027XXX03","LANDSAT_TM",1986,34.1169,-119.521,33.83,-117.549,32.5335,-119.94,32.2516,-118.002,33.187,"-118.753","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361986027XXX04","LANDSAT_TM",1986,35.5587,-119.133,35.2669,-117.127,33.9763,-119.561,33.6898,-117.592,34.6272,"-118.353","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986020XXX03","LANDSAT_TM",1986,34.1228,-117.975,33.8359,-116.003,32.5394,-118.394,32.2575,-116.456,33.1929,"-117.207","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371986004XXX03","LANDSAT_TM",1986,34.1226,-117.977,33.8357,-116.005,32.5393,-118.396,32.2573,-116.457,33.1927,"-117.209","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985344XXX03","LANDSAT_TM",1985,35.5515,-119.13,35.2597,-117.124,33.9691,-119.558,33.6826,-117.589,34.6199,"-118.35","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371985344XXX01","LANDSAT_TM",1985,34.1186,-119.516,33.8317,-117.544,32.5352,-119.934,32.2533,-117.996,33.1887,"-118.747","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985328XXX02","LANDSAT_TM",1985,35.5553,-119.139,35.2635,-117.133,33.9729,-119.567,33.6864,-117.598,34.6237,"-118.359","LANDSAT_5","WGS84","","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371985328XXX02","LANDSAT_TM",1985,34.1225,-119.525,33.8355,-117.553,32.5391,-119.943,32.2572,-118.005,33.1926,"-118.757","LANDSAT_5","WGS84","","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371985321XXX03","LANDSAT_TM",1985,34.1225,-117.983,33.8355,-116.011,32.5391,-118.402,32.2572,-116.464,33.1926,"-117.215","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371985312XXX03","LANDSAT_TM",1985,34.1251,-119.526,33.8382,-117.554,32.5418,-119.945,32.2598,-118.007,33.1952,"-118.758","LANDSAT_5","WGS84","","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985312XXX03","LANDSAT_TM",1985,35.5579,-119.14,35.2661,-117.135,33.9755,-119.568,33.689,-117.599,34.6263,"-118.361","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371985305XXX05","LANDSAT_TM",1985,34.1182,-117.982,33.8312,-116.01,32.5348,-118.4,32.2529,-116.462,33.1883,"-117.214","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985280XXX02","LANDSAT_TM",1985,35.5543,-119.127,35.2625,-117.122,33.9719,-119.555,33.6854,-117.586,34.6227,"-118.347","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371985280XXX02","LANDSAT_TM",1985,34.1215,-119.513,33.8345,-117.541,32.5381,-119.932,32.2562,-117.994,33.1916,"-118.745","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371985273XXX04","LANDSAT_TM",1985,34.1187,-117.963,33.8317,-115.991,32.5353,-118.381,32.2534,-116.443,33.1888,"-117.194","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985264PAC06","LANDSAT_TM",1985,35.557,-119.114,35.2652,-117.108,33.9746,-119.542,33.6881,-117.573,34.6254,"-118.334","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371985264XXX04","LANDSAT_TM",1985,34.1156,-119.502,33.8287,-117.531,32.5323,-119.921,32.2503,-117.983,33.1857,"-118.734","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371985257XXX09","LANDSAT_TM",1985,34.1143,-117.957,33.8274,-115.985,32.531,-118.376,32.249,-116.438,33.1844,"-117.189","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985248PAC04","LANDSAT_TM",1985,35.5534,-119.12,35.2616,-117.114,33.971,-119.548,33.6845,-117.579,34.6219,"-118.34","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371985241XXX04","LANDSAT_TM",1985,34.1181,-117.965,33.8312,-115.993,32.5348,-118.384,32.2528,-116.446,33.1882,"-117.197","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371985232XXX04","LANDSAT_TM",1985,34.1195,-119.515,33.8325,-117.543,32.5361,-119.933,32.2542,-117.995,33.1896,"-118.746","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985232XXX09","LANDSAT_TM",1985,35.552,-119.128,35.2602,-117.123,33.9696,-119.556,33.6831,-117.587,34.6204,"-118.348","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371985225XXX05","LANDSAT_TM",1985,34.1166,-117.973,33.8297,-116.001,32.5333,-118.391,32.2513,-116.453,33.1867,"-117.204","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371985209XXX03","LANDSAT_TM",1985,34.1158,-117.977,33.8289,-116.005,32.5325,-118.395,32.2505,-116.457,33.1859,"-117.208","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985200XXX03","LANDSAT_TM",1985,35.5543,-119.134,35.2625,-117.129,33.9719,-119.562,33.6854,-117.593,34.6228,"-118.354","LANDSAT_5","WGS84","","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985168PAC06","LANDSAT_TM",1985,35.5581,-119.121,35.2662,-117.116,33.9756,-119.55,33.6892,-117.581,34.6265,"-118.342","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371985113XXX09","LANDSAT_TM",1985,34.1086,-117.925,33.8218,-115.953,32.5253,-118.343,32.2434,-116.405,33.1788,"-117.156","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371985104XXX03","LANDSAT_TM",1985,34.1105,-119.472,33.8236,-117.5,32.5272,-119.89,32.2453,-117.952,33.1806,"-118.704","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985104XXX08","LANDSAT_TM",1985,35.5512,-119.083,35.2594,-117.077,33.9688,-119.511,33.6823,-117.542,34.6197,"-118.303","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371985097XXX03","LANDSAT_TM",1985,34.1063,-117.932,33.8194,-115.96,32.523,-118.35,32.2411,-116.412,33.1764,"-117.164","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985088XXX03","LANDSAT_TM",1985,35.5502,-119.089,35.2584,-117.084,33.9678,-119.517,33.6814,-117.549,34.6187,"-118.31","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371985088XXX04","LANDSAT_TM",1985,34.1096,-119.478,33.8227,-117.507,32.5262,-119.897,32.2443,-117.959,33.1797,"-118.71","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985056XXX08","LANDSAT_TM",1985,35.5503,-119.09,35.2585,-117.085,33.9678,-119.518,33.6814,-117.549,34.6187,"-118.31","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361985008XXX02","LANDSAT_TM",1985,35.5466,-119.073,35.2548,-117.068,33.9641,-119.501,33.6777,-117.533,34.615,"-118.294","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371984351XXX02","LANDSAT_TM",1984,34.1075,-117.893,33.8206,-115.922,32.5241,-118.312,32.2422,-116.374,33.1776,"-117.125","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371984342XXX02","LANDSAT_TM",1984,34.1,-119.425,33.8131,-117.454,32.5166,-119.844,32.2347,-117.906,33.1701,"-118.657","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361984326XXX02","LANDSAT_TM",1984,35.5367,-119.029,35.2449,-117.024,33.9542,-119.457,33.6678,-117.489,34.6051,"-118.25","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371984326XXX02","LANDSAT_TM",1984,34.1049,-119.417,33.818,-117.445,32.5215,-119.835,32.2397,-117.898,33.175,"-118.649","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371984287PAC00","LANDSAT_TM",1984,34.1263,-117.996,33.8394,-116.024,32.543,-118.415,32.261,-116.477,33.1964,"-117.228","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371984239PAC00","LANDSAT_TM",1984,34.1458,-118.115,33.8588,-116.142,32.5624,-118.533,32.2804,-116.595,33.2158,"-117.346","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371984198PAC09","LANDSAT_TM",1984,34.1149,-119.491,33.828,-117.52,32.5316,-119.91,32.2496,-117.972,33.185,"-118.723","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361984182XXX03","LANDSAT_TM",1984,35.5472,-119.101,35.2554,-117.096,33.9648,-119.53,33.6783,-117.561,34.6157,"-118.322","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371984182XXX03","LANDSAT_TM",1984,34.1156,-119.49,33.8287,-117.518,32.5322,-119.908,32.2503,-117.97,33.1857,"-118.722","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371984175XXX08","LANDSAT_TM",1984,34.116,-117.952,33.8291,-115.98,32.5327,-118.37,32.2507,-116.432,33.1861,"-117.183","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361984166XXX03","LANDSAT_TM",1984,35.548,-119.112,35.2562,-117.107,33.9656,-119.54,33.6791,-117.572,34.6164,"-118.333","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371984166XXX03","LANDSAT_TM",1984,34.1163,-119.5,33.8294,-117.528,32.533,-119.919,32.251,-117.981,33.1864,"-118.732","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371984159XXX03","LANDSAT_TM",1984,34.1172,-117.953,33.8303,-115.981,32.5339,-118.371,32.2519,-116.433,33.1873,"-117.184","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371984150PAC00","LANDSAT_TM",1984,34.1159,-119.489,33.829,-117.517,32.5326,-119.908,32.2506,-117.97,33.186,"-118.721","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361984150PAC00","LANDSAT_TM",1984,35.5476,-119.101,35.2558,-117.095,33.9652,-119.529,33.6787,-117.56,34.616,"-118.321","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361984134PAC00","LANDSAT_TM",1984,35.5416,-119.059,35.2499,-117.054,33.9592,-119.487,33.6728,-117.519,34.6101,"-118.28","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371984127PAC05","LANDSAT_TM",1984,34.0977,-117.878,33.8108,-115.906,32.5143,-118.296,32.2324,-116.358,33.1678,"-117.109","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410361984118XXX03","LANDSAT_TM",1984,35.5342,-119.025,35.2424,-117.021,33.9517,-119.454,33.6653,-117.485,34.6026,"-118.246","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371984118XXX01","LANDSAT_TM",1984,34.1026,-119.414,33.8157,-117.442,32.5192,-119.832,32.2373,-117.894,33.1727,"-118.646","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371984111XXX02","LANDSAT_TM",1984,34.1081,-117.908,33.8212,-115.936,32.5248,-118.326,32.2428,-116.389,33.1782,"-117.14","LANDSAT_5","WGS84","","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371984083XXX12","LANDSAT_TM",1984,34.161,-118.198,33.874,-116.225,32.5777,-118.617,32.2956,-116.678,33.2311,"-117.429","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT40400371983036XXX01","LANDSAT_TM",1983,34.1174,-117.983,33.8304,-116.011,32.534,-118.401,32.2521,-116.463,33.1875,"-117.214","LANDSAT_4","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT40410361982360XXX09","LANDSAT_TM",1982,35.5298,-119.009,35.2381,-117.004,33.9474,-119.437,33.661,-117.469,34.5983,"-118.229","LANDSAT_4","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT40410371982344XXX04","LANDSAT_TM",1982,34.1126,-119.478,33.8257,-117.506,32.5292,-119.896,32.2473,-117.958,33.1827,"-118.71","LANDSAT_4","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT40410361982344XXX10","LANDSAT_TM",1982,35.5521,-119.087,35.2602,-117.082,33.9696,-119.516,33.6831,-117.547,34.6205,"-118.308","LANDSAT_4","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT40400371982337XXX10","LANDSAT_TM",1982,34.1175,-117.963,33.8306,-115.991,32.5342,-118.381,32.2522,-116.443,33.1876,"-117.194","LANDSAT_4","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT40410371982328XXX10","LANDSAT_TM",1982,34.1151,-119.514,33.8282,-117.542,32.5317,-119.933,32.2498,-117.995,33.1897,"-118.741","LANDSAT_4","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT40400371982321XXX01","LANDSAT_TM",1982,34.1092,-117.932,33.8223,-115.96,32.5258,-118.351,32.2439,-116.413,33.1793,"-117.164","LANDSAT_4","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50450331999363XXX01","LANDSAT_TM",1999,39.8576,-124.164,39.5489,-122.044,38.2784,-124.628,37.9762,-122.553,38.9202,"-123.347","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50400371999360XXX03","LANDSAT_TM",1999,34.1313,-118.027,33.8444,-116.055,32.548,-118.446,32.266,-116.508,33.2014,"-117.259","LANDSAT_5","WGS84","GLS2000","WGS84","DEFINITIVE","","","30","UTM",NA,"NORTH_UP"
"LT50440341999356XXX02","LANDSAT_TM",1999,38.4286,-122.989,38.1258,-120.91,36.8482,-123.44,36.5516,-121.403,37.4932,"-122.185","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
"LT50410371999351XXX02","LANDSAT_TM",1999,34.1198,-119.527,33.8329,-117.555,32.5364,-119.946,32.2545,-118.007,33.1899,"-118.759","LANDSAT_5","WGS84","GLS2000","WGS84","PREDICTIVE","","","30","UTM",NA,"NORTH_UP"
